药物id,对照组索引,x_6索引,x_24索引,剂量大小
OC[C@H]1O[C@H]([C@H](O)[C@@H]1O)n1cccnc1=O,NMH002_FIBRNPC_24H_X3_B6_DUO52HI53LO:J15-1,NMH002_FIBRNPC_6H_X1_B6_DUO52HI53LO:F22-1,NMH002_FIBRNPC_24H_X1_B6_DUO52HI53LO:F22-1,10.0
ONC(=O)CCCCCCC(=O)Nc1ccccc1,NMH002_FIBRNPC_24H_X2_B6_DUO52HI53LO:M10-1,NMH002_FIBRNPC_6H_X3_B6_DUO52HI53LO:P22-1,NMH002_FIBRNPC_24H_X2_B6_DUO52HI53LO:B04-1,10.0
COCC1OC(=O)c2coc3c2C1(C)C1=C(C2CCC(=O)C2(C)CC1OC(C)=O)C3=O,NMH001_FIBRNPC_24H_X1_B6_DUO52HI53LO:B18-1,NMH002_FIBRNPC_6H_X3_B6_DUO52HI53LO:A04-1,NMH001_FIBRNPC_24H_X3_B6_DUO52HI53LO:A04-1,10.0
C[C@@H](CO)N1C[C@@H](C)[C@H](CN(C)S(=O)(=O)c2ccc(F)cc2)OCCCC[C@H](C)Oc3ccc(NC(=O)Nc4ccccc4)cc3C1=O,CPC015_MCF7_6H_X1_B4_DUO52HI53LO:F05-1,MUC.CP005_MCF7_6H_X3_B7_DUO52HI53LO:I23-1,MUC.CP005_MCF7_24H_X3_B7_DUO52HI53LO:I23-1,10.019
COc1cccc(CN2C[C@]3(CN(Cc4ccccn4)C3)c3c([nH]c4cc(OC)ccc34)[C@@H]2CO)c1,CPC018_MCF7_24H_X4_B5_DUO52HI53LO:A17-1,MUC.CP001_MCF7_6H_X1_B7_DUO52HI53LO:B20-1,MUC.CP001_MCF7_24H_X2_B7_DUO52HI53LO:B20-1,0.3724
C[C@H](CO)N1C[C@H](C)[C@@H](CN(C)Cc2ccc3OCOc3c2)Oc4ccc(NC(=O)Cc5cn(C)c6ccccc56)cc4C1=O,LJP005_MCF7_3H_X1_B17:B05-2,MUC.CP001_MCF7_6H_X1_B7_DUO52HI53LO:K09-1,MUC.CP001_MCF7_24H_X3_B7_DUO52HI53LO:K09-1,10.2659
COc1cc2CCN3C[C@@H](CC(C)C)[C@H](O)C[C@@H]3c2cc1OC,LJP008_NEU_24H_X2_B21:N23-2,NMH001_NEU_6H_X1_B6_DUO52HI53LO:D12-1,NMH001_NEU_24H_X3.L2_B6_DUO52HI53LO:D12-1,10.0
NCCc1c[nH]c2ccc(N)cc12,CPC013_NEU_24H_X1_B7_DUO52HI53LO:F05-1,NMH001_NEU_6H_X1_B6_DUO52HI53LO:A13-1,NMH001_NEU_24H_X3.L2_B6_DUO52HI53LO:A13-1,10.0
NCCc1c[nH]c2ccc(N)cc12,CPC013_NEU_24H_X1_B7_DUO52HI53LO:F05-1,NMH001_NEU_6H_X3_B6_DUO52HI53LO:A13-1,NMH001_NEU_24H_X3.L2_B6_DUO52HI53LO:A13-1,10.0
CC(=O)NCCc1ccc(O)c(O)c1,LJP007_NEU_24H_X3_B21:N22-2,NMH001_NEU_6H_X3.L2_B6_DUO52HI53LO:C06-1,NMH001_NEU_24H_X2.L2_B6_DUO52HI53LO:C06-1,10.0
CCN1CCCC1c1cccnc1,LJP008_NEU_24H_X3_B21:F07-2,NMH001_NEU_6H_X3.L2_B6_DUO52HI53LO:E12-1,NMH001_NEU_24H_X2.L2_B6_DUO52HI53LO:E12-1,10.0
COC(=O)C1C2CC[C@H](C[C@@H]1c1ccc(I)cc1)N2C,DOSBIO001_NEU_24H_X1_B12:B17-1,NMH001_NEU_6H_X3_B6_DUO52HI53LO:G09-1,NMH001_NEU_24H_X1.L2_B6_DUO52HI53LO:G09-1,10.0
CN(C)C[C@H](O)c1ccc(O)c(O)c1,CPC015_NPC_24H_X3_B7_DUO52HI53LO:M09-1,NMH001_NPC_6H_X2.L2_B6_DUO52HI53LO:E20-1,NMH001_NPC_24H_X2_B6_DUO52HI53LO:E20-1,10.0
Nc1nc(N)c(nc1Cl)C(=O)NC(=N)NCc1ccc(Cl)cc1Cl,DOSBIO001_NPC_24H_X1_B12:A05-1,NMH001_NPC_6H_X2.L2_B6_DUO52HI53LO:E13-1,NMH001_NPC_24H_X3.L2_B6_DUO52HI53LO:E13-1,10.0
OC(=O)[C@@H]1CSC(Cc2c[nH]c3ccc(O)cc23)N1,CPC016_NPC_24H_X3_B7_DUO52HI53LO:M09-1,NMH001_NPC_6H_X3_B6_DUO52HI53LO:M04-1,NMH001_NPC_24H_X3.L2_B6_DUO52HI53LO:M04-1,10.0
CNCCCN1c2ccccc2CCc2cc(O)ccc12,LJP007_NPC_24H_X3.A2_B21:J15-2,NMH001_NPC_6H_X3_B6_DUO52HI53LO:M16-1,NMH001_NPC_24H_X2.L2_B6_DUO52HI53LO:M16-1,10.0
NC1Cc2ccc(O)cc2NC1=O,NMH001_NPC_24H_X2.L2_B6_DUO52HI53LO:B18-1,NMH001_NPC_6H_X3_B6_DUO52HI53LO:K07-1,NMH001_NPC_24H_X2_B6_DUO52HI53LO:K07-1,10.0
CCNC(=O)C1OC([C@@H](O)[C@H]1O)n1cnc2c(N)nc(NCCc3ccc(CCC(=O)NCCN)cc3)nc12,CPC014_NPC_24H_X3_B7_DUO52HI53LO:J15-1,NMH001_NPC_6H_X2.L2_B6_DUO52HI53LO:C13-1,NMH001_NPC_24H_X2_B6_DUO52HI53LO:C13-1,10.0
CN(CCCOc1ccc(Cl)cc1Cl)CC#C,CPC012_NPC_24H_X3_B7_DUO52HI53LO:N10-1,NMH001_NPC_6H_X2.L2_B6_DUO52HI53LO:M19-1,NMH001_NPC_24H_X2_B6_DUO52HI53LO:M19-1,10.0
CCOc1cc(ccc1O)C(O)CO,LJP009_NPC_24H_X3_B21:F09-2,NMH001_NPC_6H_X1_B6_DUO52HI53LO:E16-1,NMH001_NPC_24H_X1_B6_DUO52HI53LO:E16-1,10.0
NCCC(=O)NCCc1ccc(O)c(O)c1,LJP008_NPC_24H_X2_B21:P20-2,NMH001_NPC_6H_X3_B6_DUO52HI53LO:C17-1,NMH001_NPC_24H_X1_B6_DUO52HI53LO:C17-1,10.0
CNCCCC1(OCc2cc(ccc12)[N+]#[C-])c1ccc(F)cc1,DOSBIO001_NPC_24H_X3_B12:N24-1,NMH001_NPC_6H_X2.L2_B6_DUO52HI53LO:M21-1,NMH001_NPC_24H_X2.L2_B6_DUO52HI53LO:M21-1,10.0
Cc1cccc(c1)C2CN(CC=C)CCc3c(Cl)c(O)c(O)cc23,LJP007_NPC_24H_X2.A2_B21:F10-2,NMH001_NPC_6H_X2.L2_B6_DUO52HI53LO:P21-1,NMH001_NPC_24H_X3.L2_B6_DUO52HI53LO:P21-1,10.0
[O-][N+](=O)c1ccc(Cl)c(c1)C(=O)Nc1ccccc1,CPC012_NEU_24H_X1_B7_DUO52HI53LO:J16-1,NMH002_NEU_6H_X2_B6_DUO52HI53LO:G15-1,NMH002_NEU_24H_X1_B6_DUO52HI53LO:O14-1,10.0
Oc1ccc(Cl)cc1C(=O)Nc1ccc(cc1Cl)[N+]([O-])=O,LJP008_NEU_24H_X2_B21:F11-2,NMH002_NEU_6H_X3_B6_DUO52HI53LO:A22-1,NMH002_NEU_24H_X3_B6_DUO52HI53LO:F07-1,10.0
COc1ccc(CCN(C)CCCC(C#N)(C(C)C)c2ccc(OC)c(OC)c2)cc1OC,DOSBIO002_NEU_24H_X1_B12:P18-1,NMH002_NEU_6H_X3_B6_DUO52HI53LO:B21-1,NMH002_NEU_24H_X1_B6_DUO52HI53LO:B21-1,10.0
C[C@H]1CCC\C=C\C2C[C@H](O)C[C@H]2[C@H](O)\C=C\C(=O)O1,CPC012_NPC_24H_X1_B7_DUO52HI53LO:I15-1,NMH002_NPC_6H_X2_B6_DUO52HI53LO:J05-1,NMH002_NPC_24H_X2_B6_DUO52HI53LO:J05-1,10.0
CN1CCN(Cc2ccc(cc2)C(=O)Nc2ccc(C)c(Nc3nccc(n3)-c3cccnc3)c2)CC1,LJP007_NPC_24H_X1_B21:J13-2,NMH002_NPC_6H_X1_B6_DUO52HI53LO:E08-1,NMH002_NPC_24H_X2_B6_DUO52HI53LO:E08-1,10.0
CC(C)(C)n1nc(-c2ccc(Cl)cc2)c2c(N)ncnc12,CPC016_NPC_24H_X4_B7_DUO52HI53LO:E05-1,NMH002_NPC_6H_X3_B6_DUO52HI53LO:I12-1,NMH002_NPC_24H_X3_B6_DUO52HI53LO:I12-1,10.0
OC[C@H]1O[C@H](O[C@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)[C@H](O)[C@@H](O)[C@@H]1O,DOSBIO002_NPC_24H_X1_B12:L18-1,NMH002_NPC_6H_X2_B6_DUO52HI53LO:N21-1,NMH002_NPC_24H_X2_B6_DUO52HI53LO:N21-1,10.0
COc1ccc(NC(=O)Nc2ccc3O[C@H](CN(C)Cc4ccc5OCOc5c4)[C@@H](C)CN([C@@H](C)CO)C(=O)c3c2)cc1,CPC008_A375_24H_X3_F1B6_DUO52HI53LO:M10-1,PRISM001_A375_6H_X1_B7_DUO52HI53LO:K20-1,PRISM001_A375_24H_X1_B7_DUO52HI53LO:K19-1,5.0
CC(C)C(=O)Nc1ccc(c(c1)C(F)(F)F)[N+]([O-])=O,REP.A008_PC3_24H_X2_B24:A03-2,RAD001_PC3_6H_X1_F1B5_DUO52HI53LO:J05-1,RAD001_PC3_24H_X3_F1B5_DUO52HI53LO:J05-1,1.1111
C[C@H]1C\C=C\CCCN[C@@H](COC1=O)c1ccccc1,LJP006_A375_24H_X2_B19:B03-2,PCLB001_A375_6H_X3_F2B6_DUO52HI53LO:A06-1,PCLB001_A375_24H_X2.A2_B11_DUO52HI53LO:A14-1,2.5
CN1C[C@H](NC(=O)CC\C=C\C[C@@H](CC(=O)NCc2ccc(Cl)cc2)C1=O)c1ccccc1,REP.A024_A375_24H_X3_B23:B05-2,PCLB001_A375_6H_X1_F2B6_DUO52HI53LO:G04-1,PCLB001_A375_24H_X2_F2B6_DUO52HI53LO:G04-1,2.5
Clc1ccc(CNC(=O)C[C@@H]2C\C=C\CCC(=O)OC[C@H]3CCCN3C2=O)cc1,REP.A019_A375_24H_X2_B24:B05-2,PCLB001_A375_6H_X1_F2B6_DUO52HI53LO:O18-1,PCLB001_A375_24H_X2.A2_B11_DUO52HI53LO:O18-1,2.5
NCCc1cc[nH]n1,DOS054_A375_24H_X3_F2B3_DUO52HI53LO:N09-1,BRAF001_A375_6H_X2_B10:I13-1,BRAF001_A375_24H_X4_B11:I21-1,10.0
CCCN(CCC)c1ncnc2n(ncc12)c3ccc(OC)cc3,LJP008_A549_24H_X2_F1B19:F08-2,PCLB001_A549_6H_X1_F2B6_DUO52HI53LO:E07-1,PCLB001_A549_24H_X1_F2B6_DUO52HI53LO:E23-1,10.0
CN1C[C@H](NC(=O)CC\C=C\C[C@@H](CC(=O)NCc2ccc(Cl)cc2)C1=O)c1ccccc1,HOG003_A549_6H_X3_F1B10:F13-1,PCLB001_A549_6H_X2_F2B6_DUO52HI53LO:G11-1,PCLB001_A549_24H_X3_F2B6_DUO52HI53LO:G11-1,10.0
OC(=O)[C@H]1CCCC[C@H]1C(=O)N1CCc2ccccc2[C@H]1CN1C(=O)c2ccccc2C1=O,DOS055_A549_24H_X2_F2B3_DUO52HI53LO:I06-1,PCLB001_A549_6H_X2.L2_F1B11:F05-1,PCLB002_A549_24H_X2_B13:O15-1,1.1100000143100002
C[C@@H]1C\C=C\CCC(=O)N[C@@H](CC(=O)O1)c1ccccc1,CPC020_A549_6H_X3.L2_F2B5_DUO52HI53LO:F05-1,PCLB001_A549_6H_X2_F2B6_DUO52HI53LO:M03-1,PCLB001_A549_24H_X1_F2B6_DUO52HI53LO:M11-1,10.0
Nc1ccn([C@@H]2O[C@H](CO)[C@@H](O)C2(F)F)c(=O)n1,HOG003_A549_6H_X2_F1B10:E01-1,HOG002_A549_6H_X2_F1B10:I04-1,HOG002_A549_24H_X1_F1B10:I04-1,3.70000004768
CC(Nc1nc(nc2ccccc12)N3CCCC3)c4ccccc4,DOS034_A549_24H_X3_F2B4_DUO52HI53LO:E02-1,HOG002_A549_6H_X2_F1B10:K14-1,HOG002_A549_24H_X2_F1B10:K14-1,10.0
CC(Nc1nc(nc2ccccc12)N3CCCC3)c4ccccc4,DOS036_A549_24H_X1_F3B5_DUO52HI53LO:I06-1,HOG002_A549_6H_X3_F1B10:K19-1,HOG002_A549_24H_X3_F1B10:K19-1,0.041200000792699996
COC1CC(C)CC2=C(NCC=C)C(=O)C=C(NC(=O)\C(C)=C\C=C\C(OC)C(OC(N)=O)\C(C)=C\C(C)C1O)C2=O,CPC011_A549_24H_X3_F1B6_DUO52HI53LO:P02-1,HOG002_A549_6H_X1_F1B10:P08-1,HOG001_A549_24H_X3_F1B10:P08-1,0.041200000792699996
COC1CC(C)CC2=C(NCC=C)C(=O)C=C(NC(=O)\C(C)=C\C=C\C(OC)C(OC(N)=O)\C(C)=C\C(C)C1O)C2=O,CPC016_A549_6H_X2_F1B4_DUO52HI53LO:M09-1,HOG002_A549_6H_X2_F1B10:P05-1,HOG002_A549_24H_X1_F1B10:P05-1,1.1100000143100002
COC1CC(C)CC2=C(NCC=C)C(=O)C=C(NC(=O)\C(C)=C\C=C\C(OC)C(OC(N)=O)\C(C)=C\C(C)C1O)C2=O,DOS037_A549_24H_X2_F3B5_DUO52HI53LO:I06-1,HOG003_A549_6H_X3_F1B10:P03-1,HOG003_A549_24H_X1_F1B10:P03-1,10.0
CCOC(=O)C1=C(CN2CCc3ccccc23)NC(=O)NC1c1ccc(F)cc1,LJP008_CD34_24H_X1_B21:J14-2,AML001_CD34_6H_X1_F1B10:K12-1,AML001_CD34_24H_X1_F1B10:K12-1,3.33333
CCOc1ccccc1C1N2CCCC2C(=O)N1c1ccc(Cl)cc1,LJP008_CD34_24H_X1_B21:J15-2,AML001_CD34_6H_X2_F1B10:B11-1,AML001_CD34_24H_X1_F1B10:B11-1,1.11111
COc1cc(\C=C\C)ccc1OCc1cn2cccc(C)c2n1,LJP009_CD34_24H_X3_B21:A06-2,AML001_CD34_6H_X2_F1B10:D10-1,AML001_CD34_24H_X1_F1B10:D10-1,0.37037
COC1CC(C)CC2=C(OC)C(=O)C=C(NC(=O)\C(C)=C\C=C\C(OC)C(OC(N)=O)\C(C)=C\C(C)C1O)C2=O,LJP009_CD34_24H_X3_B21:N19-2,AML001_CD34_6H_X1_F1B10:K03-1,AML001_CD34_24H_X3_F1B10:K03-1,10.0
CCCCCCCCCCCCCC(=O)O[C@@H]1[C@@H](C)[C@]2(O)[C@@H]3C=C(C)C(=O)[C@@]3(O)CC(CO)=C[C@H]2[C@@H]2C(C)(C)[C@]12OC(C)=O,LJP009_CD34_24H_X1_B21:J14-2,AML001_CD34_6H_X2_F1B10:K08-1,AML001_CD34_24H_X3_F1B10:K08-1,3.3333299160000003
OC(=O)[C@H]1CCCC[C@H]1C(=O)N1CCc2ccccc2[C@H]1CN1C(=O)c2ccccc2C1=O,REP.A018_HA1E_24H_X2_B23:F08-2,PCLB001_HA1E_6H_X3_F2B6_DUO52HI53LO:E14-1,PCLB001_HA1E_24H_X3_F2B6_DUO52HI53LO:E22-1,2.5
CCCN(CCC)c1ncnc2n(ncc12)c3ccc(OC)cc3,LJP007_HA1E_24H_X1_B20:F10-2,PCLB001_HA1E_6H_X3_F2B6_DUO52HI53LO:F23-1,PCLB001_HA1E_24H_X3_F2B6_DUO52HI53LO:F15-1,0.629999995232
Clc1ccc(CNC(=O)C[C@@H]2C\C=C\CCC(=O)OC[C@H]3CCCN3C2=O)cc1,REP.A002_HA1E_24H_X2_B22:A06-2,PCLB001_HA1E_6H_X3_F2B6_DUO52HI53LO:O01-1,PCLB001_HA1E_24H_X2_B12:O01-1,10.0
CC1O[C@@H](OCC2O[C@@H](O[C@H]3CC[C@@]4(C)C(CC[C@]5(C)C4CC=C4C6CC(C)(C)[C@H](C[C@@]6([C@H](O)C[C@@]54C)C(=O)O[C@@H]4OC(CO)[C@@H](O)[C@@H](O)[C@@H]4O[C@@H]4OC(C)[C@H](O[C@@H]5O[C@@H](CO)[C@H](O)[C@@H]5O)[C@@H](O[C@@H]5OC(CO)[C@@H](O)[C@@H](O)[C@@H]5O)[C@@H]4O)OC(=O)C(\CO)=C\CC[C@](C)(O[C@@H]4OC(C)[C@@H](OC(=O)C5COC5CCC(C)(O)C=C)[C@@H](O)[C@@H]4O)C=C)C3(C)C)[C@@H](NC(C)=O)[C@H](O)[C@@H]2O)[C@@H](O[C@@H]2OC[C@@H](O)[C@@H](O)[C@@H]2O)[C@H](O)[C@H]1O,CRCGN001_HA1E_24H_X2_F1B4_DUO52HI53LO:B17-1,PCLB001_HA1E_6H_X3_F2B6_DUO52HI53LO:N08-1,PCLB001_HA1E_24H_X1_F2B6_DUO52HI53LO:N24-1,0.159999996424
CC(=O)N[C@@H]1C\C=C\CCC(=O)N[C@@H](COC1=O)c1ccc(F)cc1,CPC003_HCC515_6H_X3_B3_DUO52HI53LO:M09-1,PCLB001_HCC515_6H_X1_F2B6_DUO52HI53LO:G10-1,PCLB001_HCC515_24H_X1_F2B6_DUO52HI53LO:G18-1,2.5
Clc1ccc(CN2C\C=C\CCC(=O)N[C@@H](COC2=O)c2ccccc2)cc1,CPC006_HCC515_24H_X4_B4_DUO52HI53LO:I16-1,PCLB001_HCC515_6H_X2_F2B6_DUO52HI53LO:D05-1,PCLB001_HCC515_24H_X3_F2B6_DUO52HI53LO:D21-1,0.63
Clc1ccc(CN2C\C=C\CCC(=O)N[C@@H](COC2=O)c2ccccc2)cc1,PCLB001_HCC515_6H_X1_F2B6_DUO52HI53LO:O06-1,PCLB001_HCC515_6H_X2_F2B6_DUO52HI53LO:D21-1,PCLB001_HCC515_24H_X3_F2B6_DUO52HI53LO:D05-1,0.63
Clc1ccc(CN2C\C=C\CCC(=O)N[C@@H](COC2=O)c2ccccc2)cc1,CPC006_HCC515_24H_X4_F1B3_DUO52HI53LO:N10-1,PCLB001_HCC515_6H_X3_F2B6_DUO52HI53LO:D13-1,PCLB001_HCC515_24H_X1_F2B6_DUO52HI53LO:D21-1,0.63
Clc1ccc(CNC(=O)C[C@@H]2C\C=C\CCC(=O)N3CCC[C@@H]3COC2=O)cc1,LJP008_HCC515_24H_X1_B20:F08-2,PCLB001_HCC515_6H_X3_F2B6_DUO52HI53LO:I11-1,PCLB001_HCC515_24H_X1_F2B6_DUO52HI53LO:I11-1,10.0
Clc1ccc(CNC(=O)C[C@@H]2C\C=C\CCC(=O)N[C@@H](COC2=O)c2ccc(Cl)cc2)cc1,LJP008_HCC515_24H_X1_B20:J18-2,PCLB001_HCC515_6H_X2_F2B6_DUO52HI53LO:I17-1,PCLB001_HCC515_24H_X2_F2B6_DUO52HI53LO:I17-1,10.0
Clc1ccc(CNC(=O)C[C@@H]2C\C=C\CCC(=O)N[C@@H](COC2=O)c2ccc(Cl)cc2)cc1,CPC004_HCC515_6H_X3_B3_DUO52HI53LO:B18-1,PCLB001_HCC515_6H_X3_F2B6_DUO52HI53LO:J01-1,PCLB001_HCC515_24H_X3_F2B6_DUO52HI53LO:J01-1,0.63
Clc1ccc(CNC(=O)C[C@@H]2C\C=C\CCC(=O)OC[C@H]3CCCN3C2=O)cc1,LJP007_HCC515_24H_X3_B20:N23-2,PCLB001_HCC515_6H_X1_F2B6_DUO52HI53LO:O01-1,PCLB001_HCC515_24H_X2_F2B6_DUO52HI53LO:O01-1,10.0
CS(=O)CCCCN=C=S,CPC014_HCC515_6H_X3_F1B3_DUO52HI53LO:A17-1,PCLB001_HCC515_6H_X2_F2B6_DUO52HI53LO:M14-1,PCLB001_HCC515_24H_X1_F2B6_DUO52HI53LO:M22-1,2.5
OCCn1cc(c(n1)-c1ccncc1)-c1ccc2c(CC\C2=N/O)c1,BRAF001_HEK293T_24H_X2_B10:B05-1,BRAF001_HEK293T_6H_X2_B10:E19-1,BRAF001_HEK293T_24H_X3_B10:E19-1,10.0
OCCn1cc(c(n1)-c1ccncc1)-c1ccc2c(CC\C2=N/O)c1,BRAF001_HEK293T_6H_X1_B10:P01-1,BRAF001_HEK293T_6H_X2_B10:F12-1,BRAF001_HEK293T_24H_X3_B10:F12-1,0.15625
OCCn1cc(c(n1)-c1ccncc1)-c1ccc2c(CC\C2=N/O)c1,BRAF001_HEK293T_24H_X3_B10:O10-1,BRAF001_HEK293T_6H_X3_B10:E03-1,BRAF001_HEK293T_24H_X2_B10:E11-1,10.0
OCCn1cc(c(n1)-c1ccncc1)-c1ccc2c(CC\C2=N/O)c1,BRAF001_HEK293T_24H_X3_B10:A13-1,BRAF001_HEK293T_6H_X3_B10:E12-1,BRAF001_HEK293T_24H_X3_B10:E20-1,2.5
CCCS(=O)(=O)Nc1ccc(F)c(C(=O)c2c[nH]c3ncc(Cl)cc23)c1F,BRAF001_HEK293T_24H_X1_B10:A05-1,BRAF001_HEK293T_6H_X2_B10:M05-1,BRAF001_HEK293T_24H_X1_B10:M21-1,10.0
CCCS(=O)(=O)Nc1ccc(F)c(C(=O)c2c[nH]c3ncc(Cl)cc23)c1F,BRAF001_HEK293T_24H_X2_B10:P01-1,BRAF001_HEK293T_6H_X2_B10:M06-1,BRAF001_HEK293T_24H_X2_B10:M06-1,2.5
CCCS(=O)(=O)Nc1ccc(F)c(C(=O)c2c[nH]c3ncc(Cl)cc23)c1F,BRAF001_HEK293T_24H_X2_B10:B14-1,BRAF001_HEK293T_6H_X3_B10:M05-1,BRAF001_HEK293T_24H_X2_B10:M05-1,10.0
CCCS(=O)(=O)Nc1ccc(F)c(C(=O)c2c[nH]c3ncc(Cl)cc23)c1F,BRAF001_HEK293T_24H_X2_B10:B14-1,BRAF001_HEK293T_6H_X3_B10:M05-1,BRAF001_HEK293T_24H_X2_B10:M13-1,10.0
CCCS(=O)(=O)Nc1ccc(F)c(C(=O)c2c[nH]c3ncc(Cl)cc23)c1F,BRAF001_HEK293T_24H_X2_B10:P01-1,BRAF001_HEK293T_6H_X3_B10:M13-1,BRAF001_HEK293T_24H_X3_B10:M21-1,10.0
NC(=O)NC1NC(=O)NC1=O,BRAF001_HEK293T_24H_X2_B10:B05-1,BRAF001_HEK293T_6H_X2_B10:A12-1,BRAF001_HEK293T_24H_X2_B10:A12-1,2.5
NC(=O)NC1NC(=O)NC1=O,BRAF001_HEK293T_6H_X1_B10:A05-1,BRAF001_HEK293T_6H_X2_B10:B11-1,BRAF001_HEK293T_24H_X2_B10:B11-1,0.625
CN(C)CCC=C1c2ccccc2CCc2ccccc12,BRAF001_HEK293T_6H_X2_B10:O17-1,BRAF001_HEK293T_6H_X1_B10:P15-1,BRAF001_HEK293T_24H_X3_B10:P15-1,0.625
CN(C)CCC=C1c2ccccc2CCc2ccccc12,BRAF001_HEK293T_6H_X2_B10:O17-1,BRAF001_HEK293T_6H_X3_B10:P23-1,BRAF001_HEK293T_24H_X3_B10:P15-1,0.625
CN(C)CCC=C1c2ccccc2CCc2ccccc12,BRAF001_HEK293T_6H_X1_B10:A06-1,BRAF001_HEK293T_6H_X1_B10:P16-1,BRAF001_HEK293T_24H_X1_B10:P08-1,0.15625
CN(C)CCC=C1c2ccccc2CCc2ccccc12,BRAF001_HEK293T_24H_X3_B10:A14-1,BRAF001_HEK293T_6H_X2_B10:O08-1,BRAF001_HEK293T_24H_X1_B10:O24-1,2.5
CN(C)CCC=C1c2ccccc2CCc2ccccc12,BRAF001_HEK293T_6H_X2_B10:P10-1,BRAF001_HEK293T_6H_X2_B10:P23-1,BRAF001_HEK293T_24H_X1_B10:P15-1,0.625
CN(C)CCC=C1c2ccccc2CCc2ccccc12,BRAF001_HEK293T_6H_X2_B10:P10-1,BRAF001_HEK293T_6H_X3_B10:P15-1,BRAF001_HEK293T_24H_X1_B10:P15-1,0.625
CN(C)CCC=C1c2ccccc2CCc2ccccc12,BRAF001_HEK293T_6H_X3_B10:P09-1,BRAF001_HEK293T_6H_X3_B10:O23-1,BRAF001_HEK293T_24H_X1_B10:O07-1,10.0
CN(C)CCC=C1c2ccccc2CCc2ccccc12,BRAF001_HEK293T_24H_X2_B10:A06-1,BRAF001_HEK293T_6H_X3_B10:P07-1,BRAF001_HEK293T_24H_X1_B10:P23-1,0.625
CCCCNc1ccc(cc1)C(=O)OCCOCCOCCOCCOCCOCCOCCOCCOCCOC,BRAF001_HEK293T_6H_X1_B10:O10-1,BRAF001_HEK293T_6H_X1_B10:D12-1,BRAF001_HEK293T_24H_X1_B10:D12-1,0.15625
CCCCNc1ccc(cc1)C(=O)OCCOCCOCCOCCOCCOCCOCCOCCOCCOC,BRAF001_HEK293T_24H_X3_B10:P09-1,BRAF001_HEK293T_6H_X3_B10:C11-1,BRAF001_HEK293T_24H_X1_B10:C19-1,10.0
CCCCNc1ccc(cc1)C(=O)OCCOCCOCCOCCOCCOCCOCCOCCOCCOC,BRAF001_HEK293T_24H_X1_B10:O02-1,BRAF001_HEK293T_6H_X3_B10:D11-1,BRAF001_HEK293T_24H_X2_B10:D19-1,0.625
NCCc1cc[nH]n1,BRAF001_HEK293T_24H_X3_B10:P09-1,BRAF001_HEK293T_6H_X1_B10:I14-1,BRAF001_HEK293T_24H_X1_B10:I14-1,2.5
NCCc1cc[nH]n1,BRAF001_HEK293T_24H_X3_B10:A14-1,BRAF001_HEK293T_6H_X1_B10:J05-1,BRAF001_HEK293T_24H_X1_B10:J21-1,0.625
NCCc1cc[nH]n1,BRAF001_HEK293T_24H_X3_B10:A14-1,BRAF001_HEK293T_6H_X2_B10:J05-1,BRAF001_HEK293T_24H_X1_B10:J21-1,0.625
NCCc1cc[nH]n1,BRAF001_HEK293T_24H_X3_B10:O10-1,BRAF001_HEK293T_6H_X2_B10:I14-1,BRAF001_HEK293T_24H_X1_B10:I06-1,2.5
NCCc1cc[nH]n1,BRAF001_HEK293T_6H_X1_B10:A05-1,BRAF001_HEK293T_6H_X3_B10:I13-1,BRAF001_HEK293T_24H_X3_B10:I05-1,10.0
NCCc1cc[nH]n1,BRAF001_HEK293T_6H_X2_B10:O01-1,BRAF001_HEK293T_6H_X3_B10:I21-1,BRAF001_HEK293T_24H_X1_B10:I21-1,10.0
NCCc1cc[nH]n1,BRAF001_HEK293T_24H_X2_B10:P01-1,BRAF001_HEK293T_6H_X3_B10:J13-1,BRAF001_HEK293T_24H_X2_B10:J13-1,0.625
CC(C)(C)c1nc(c(s1)-c1ccnc(N)n1)-c1cccc(NS(=O)(=O)c2c(F)cccc2F)c1F,BRAF001_HEK293T_24H_X1_B10:O10-1,BRAF001_HEK293T_6H_X1_B10:J23-1,BRAF001_HEK293T_24H_X3_B10:J15-1,0.625
CC(C)(C)c1nc(c(s1)-c1ccnc(N)n1)-c1cccc(NS(=O)(=O)c2c(F)cccc2F)c1F,BRAF001_HEK293T_24H_X1_B10:O09-1,BRAF001_HEK293T_6H_X2_B10:I15-1,BRAF001_HEK293T_24H_X3_B10:I15-1,10.0
CC(C)(C)c1nc(c(s1)-c1ccnc(N)n1)-c1cccc(NS(=O)(=O)c2c(F)cccc2F)c1F,BRAF001_HEK293T_6H_X3_B10:P09-1,BRAF001_HEK293T_6H_X2_B10:I23-1,BRAF001_HEK293T_24H_X3_B10:I23-1,10.0
CC(C)(C)c1nc(c(s1)-c1ccnc(N)n1)-c1cccc(NS(=O)(=O)c2c(F)cccc2F)c1F,BRAF001_HEK293T_24H_X1_B10:A22-1,BRAF001_HEK293T_6H_X2_B10:J16-1,BRAF001_HEK293T_24H_X1_B10:J16-1,0.15625
